date,heure,station,temperature,point_de_rosee,pression,direction_vent,vitesse_vent
2016-01-01,00:00,FKKD,26.0,25.0,101.2,000,00
2016-01-01,01:00,FKKD,26.0,25.0,101.2,110,01
2016-01-01,02:00,FKKD,26.0,25.0,101.1,000,00
2016-01-01,03:00,FKKD,26.0,25.0,101.1,000,00
2016-01-01,04:00,FKKD,26.0,25.0,101.2,000,00
2016-01-01,05:00,FKKD,26.0,25.0,101.2,000,00
2016-01-01,06:00,FKKD,26.0,24.0,101.2,000,00
2016-01-01,07:00,FKKD,26.0,25.0,101.4,000,00
2016-01-01,08:00,FKKD,28.0,25.0,101.4,110,02
2016-01-01,09:00,FKKD,29.0,25.0,101.4,000,00
2016-01-01,10:00,FKKD,30.0,25.0,101.3,200,01
2016-01-01,11:00,FKKD,32.0,22.0,101.2,160,02
2016-01-01,12:00,FKKD,33.0,22.0,101.1,220,04
2016-01-01,13:00,FKKD,33.0,23.0,101.0,230,07
2016-01-01,14:00,FKKD,33.0,22.0,100.9,210,06
2016-01-01,15:00,FKKD,32.0,22.0,100.9,260,08
2016-01-01,16:00,FKKD,31.0,23.0,100.9,270,08
2016-01-01,17:00,FKKD,30.0,24.0,100.9,270,04
2016-01-01,18:00,FKKD,29.0,25.0,101.0,240,03
2016-01-01,19:00,FKKD,28.0,25.0,101.0,180,02
2016-01-01,20:00,FKKD,27.0,25.0,101.1,000,00
2016-01-01,21:00,FKKD,26.0,25.0,101.2,000,00
2016-01-01,22:00,FKKD,26.0,25.0,101.2,000,00
2016-01-01,23:00,FKKD,26.0,25.0,101.2,160,02
2016-01-02,00:00,FKKD,26.0,25.0,101.2,000,00
2016-01-02,01:00,FKKD,26.0,25.0,101.1,000,00
2016-01-02,02:00,FKKD,26.0,25.0,101.1,000,00
2016-01-02,03:00,FKKD,26.0,25.0,101.1,150,02
2016-01-02,04:00,FKKD,26.0,25.0,101.1,000,00
2016-01-02,05:00,FKKD,26.0,25.0,101.2,080,02
2016-01-02,06:00,FKKD,26.0,25.0,101.2,000,00
2016-01-02,07:00,FKKD,26.0,25.0,101.3,000,00
2016-01-02,08:00,FKKD,28.0,25.0,101.3,150,02
2016-01-02,09:00,FKKD,31.0,23.0,101.3,170,03
2016-01-02,10:00,FKKD,32.0,25.0,101.3,180,03
2016-01-02,12:00,FKKD,32.0,26.0,101.1,040,02
2016-01-02,13:00,FKKD,33.0,25.0,101.0,270,07
2016-01-02,14:00,FKKD,33.0,25.0,100.9,240,09
2016-01-02,15:00,FKKD,32.0,25.0,100.8,290,09
2016-01-02,16:00,FKKD,31.0,25.0,100.8,250,05
2016-01-02,17:00,FKKD,30.0,26.0,100.8,290,04
2016-01-02,20:00,FKKD,28.0,25.0,101.0,290,05
2016-01-02,21:00,FKKD,28.0,26.0,101.1,290,04
2016-01-02,23:00,FKKD,28.0,26.0,101.1,000,00
2016-01-03,00:00,FKKD,27.0,26.0,101.0,000,00
2016-01-03,01:00,FKKD,26.0,25.0,101.0,000,00
2016-01-03,02:00,FKKD,26.0,25.0,101.0,000,00
2016-01-03,03:00,FKKD,26.0,25.0,101.0,000,00
2016-01-03,04:00,FKKD,26.0,25.0,101.1,000,00
2016-01-03,05:00,FKKD,26.0,25.0,101.1,000,00
2016-01-03,06:00,FKKD,26.0,24.0,101.1,050,02
2016-01-03,07:00,FKKD,26.0,24.0,101.2,030,05
2016-01-03,08:00,FKKD,28.0,24.0,101.2,360,02
2016-01-03,09:00,FKKD,29.0,24.0,101.2,070,07
2016-01-03,10:00,FKKD,30.0,24.0,101.2,360,02
2016-01-03,11:00,FKKD,32.0,23.0,101.1,090,01
2016-01-03,12:00,FKKD,34.0,24.0,101.0,070,04
2016-01-03,13:00,FKKD,35.0,22.0,100.8,160,04
2016-01-03,14:00,FKKD,35.0,23.0,100.7,240,05
2016-01-03,15:00,FKKD,35.0,23.0,100.7,260,06
2016-01-03,16:00,FKKD,33.0,24.0,100.7,250,06
2016-01-03,17:00,FKKD,31.0,25.0,100.7,250,05
2016-01-03,18:00,FKKD,30.0,26.0,100.9,260,04
2016-01-03,19:00,FKKD,29.0,25.0,101.0,290,02
2016-01-03,20:00,FKKD,28.0,26.0,101.1,000,00
2016-01-03,21:00,FKKD,27.0,25.0,101.0,000,00
2016-01-03,22:00,FKKD,26.0,25.0,101.0,000,00
2016-01-03,23:00,FKKD,26.0,25.0,101.0,000,00
2016-01-04,00:00,FKKD,27.0,26.0,101.0,150,02
2016-01-04,01:00,FKKD,27.0,25.0,101.0,000,00
2016-01-04,02:00,FKKD,26.0,25.0,100.9,000,00
2016-01-04,03:00,FKKD,26.0,25.0,100.9,000,00
2016-01-04,04:00,FKKD,26.0,25.0,100.9,140,02
2016-01-04,05:00,FKKD,26.0,25.0,101.0,000,00
2016-01-04,06:00,FKKD,26.0,25.0,101.1,000,00
2016-01-04,07:00,FKKD,27.0,25.0,101.2,140,02
2016-01-04,08:00,FKKD,29.0,25.0,101.3,000,00
2016-01-04,09:00,FKKD,29.0,25.0,101.3,300,07
2016-01-04,10:00,FKKD,30.0,25.0,101.2,300,02
2016-01-04,11:00,FKKD,32.0,25.0,101.1,300,02
2016-01-04,12:00,FKKD,32.0,25.0,101.0,160,02
2016-01-04,13:00,FKKD,33.0,24.0,100.8,290,04
2016-01-04,14:00,FKKD,33.0,25.0,100.7,240,06
2016-01-04,15:00,FKKD,31.0,24.0,100.7,250,06
2016-01-04,16:00,FKKD,30.0,25.0,100.7,250,07
2016-01-04,17:00,FKKD,30.0,25.0,100.8,230,04
2016-01-04,18:00,FKKD,29.0,25.0,100.8,250,02
2016-01-04,19:00,FKKD,28.0,25.0,100.9,280,02
2016-01-04,20:00,FKKD,28.0,25.0,101.0,000,00
2016-01-04,21:00,FKKD,26.0,25.0,101.0,000,00
2016-01-04,22:00,FKKD,26.0,25.0,101.1,000,00
2016-01-04,23:00,FKKD,27.0,25.0,101.1,280,02
2016-01-05,00:00,FKKD,26.0,25.0,101.1,000,00
2016-01-05,01:00,FKKD,27.0,25.0,101.0,200,02
2016-01-05,02:00,FKKD,26.0,25.0,101.0,000,00
2016-01-05,03:00,FKKD,26.0,25.0,100.9,000,00
2016-01-05,04:00,FKKD,26.0,25.0,101.0,110,01
2016-01-05,05:00,FKKD,26.0,25.0,101.0,000,00
2016-01-05,06:00,FKKD,26.0,25.0,101.1,000,00
2016-01-05,07:00,FKKD,26.0,26.0,101.2,150,01
2016-01-05,08:00,FKKD,28.0,25.0,101.3,190,02
2016-01-05,09:00,FKKD,29.0,25.0,101.3,240,02
2016-01-05,10:00,FKKD,31.0,25.0,101.2,200,04
2016-01-05,11:00,FKKD,32.0,24.0,101.1,000,00
2016-01-05,12:00,FKKD,32.0,24.0,101.0,260,06
2016-01-05,13:00,FKKD,33.0,24.0,100.9,290,08
2016-01-05,14:00,FKKD,33.0,25.0,100.8,220,08
2016-01-05,15:00,FKKD,33.0,24.0,100.7,240,10
2016-01-05,16:00,FKKD,31.0,24.0,100.8,220,08
2016-01-05,17:00,FKKD,30.0,24.0,100.8,260,06
2016-01-05,18:00,FKKD,29.0,24.0,100.9,270,04
2016-01-05,19:00,FKKD,29.0,24.0,101.0,260,03
2016-01-05,20:00,FKKD,28.0,25.0,101.1,240,04
2016-01-05,21:00,FKKD,27.0,25.0,101.2,000,00
2016-01-05,22:00,FKKD,27.0,26.0,101.1,000,00
2016-01-05,23:00,FKKD,26.0,25.0,101.1,000,00
2016-01-06,00:00,FKKD,26.0,25.0,101.1,000,00
2016-01-06,01:00,FKKD,25.0,25.0,101.0,000,00
2016-01-06,02:00,FKKD,25.0,25.0,101.0,000,00
2016-01-06,03:00,FKKD,25.0,25.0,101.0,000,00
2016-01-06,04:00,FKKD,25.0,25.0,101.0,000,00
2016-01-06,05:00,FKKD,25.0,25.0,101.1,000,00
2016-01-06,06:00,FKKD,26.0,25.0,101.1,000,00
2016-01-06,07:00,FKKD,26.0,25.0,101.1,000,00
2016-01-06,08:00,FKKD,28.0,24.0,101.2,340,06
2016-01-06,10:00,FKKD,30.0,24.0,101.2,030,04
2016-01-06,11:00,FKKD,33.0,23.0,101.1,030,04
2016-01-06,12:00,FKKD,34.0,22.0,101.0,020,08
2016-01-06,13:00,FKKD,34.0,24.0,100.9,260,13
2016-01-06,14:00,FKKD,33.0,24.0,100.7,250,08
2016-01-06,15:00,FKKD,32.0,23.0,100.7,280,10
2016-01-06,16:00,FKKD,30.0,23.0,100.7,230,06
2016-01-06,17:00,FKKD,30.0,23.0,100.8,260,08
2016-01-06,18:00,FKKD,29.0,24.0,100.9,270,09
2016-01-06,19:00,FKKD,29.0,26.0,101.0,280,02
2016-01-06,20:00,FKKD,28.0,26.0,101.1,000,00
2016-01-06,22:00,FKKD,27.0,26.0,101.1,000,00
2016-01-06,23:00,FKKD,27.0,26.0,101.1,000,00
2016-01-07,00:00,FKKD,27.0,26.0,101.1,000,00
2016-01-07,01:00,FKKD,26.0,26.0,101.1,000,00
2016-01-07,02:00,FKKD,26.0,26.0,101.0,120,01
2016-01-07,03:00,FKKD,26.0,25.0,101.0,000,00
2016-01-07,05:00,FKKD,26.0,25.0,101.1,000,00
2016-01-07,06:00,FKKD,26.0,25.0,101.1,100,01
2016-01-07,07:00,FKKD,26.0,25.0,101.2,000,00
2016-01-07,08:00,FKKD,28.0,26.0,101.3,000,00
2016-01-07,09:00,FKKD,30.0,25.0,101.2,160,01
2016-01-07,10:00,FKKD,32.0,25.0,101.2,090,03
2016-01-07,11:00,FKKD,33.0,25.0,101.1,140,03
2016-01-07,13:00,FKKD,33.0,24.0,100.9,280,06
2016-01-07,14:00,FKKD,34.0,24.0,100.8,240,05
2016-01-07,15:00,FKKD,33.0,23.0,100.8,250,08
2016-01-07,16:00,FKKD,31.0,24.0,100.8,250,08
2016-01-07,17:00,FKKD,30.0,24.0,100.9,240,07
2016-01-07,18:00,FKKD,29.0,25.0,101.0,240,04
2016-01-07,19:00,FKKD,29.0,25.0,101.0,280,03
2016-01-07,21:00,FKKD,27.0,26.0,101.2,000,00
2016-01-07,22:00,FKKD,27.0,26.0,101.2,000,00
2016-01-07,23:00,FKKD,26.0,26.0,101.2,160,02
2016-01-08,00:00,FKKD,26.0,26.0,101.2,000,00
2016-01-08,01:00,FKKD,26.0,26.0,101.2,000,00
2016-01-08,02:00,FKKD,26.0,26.0,101.2,000,00
2016-01-08,03:00,FKKD,26.0,25.0,101.1,000,00
2016-01-08,04:00,FKKD,25.0,25.0,101.1,000,00
2016-01-08,05:00,FKKD,26.0,25.0,101.2,000,00
2016-01-08,06:00,FKKD,26.0,25.0,101.2,000,00
2016-01-08,08:00,FKKD,29.0,26.0,101.4,000,00
2016-01-08,09:00,FKKD,30.0,25.0,101.3,180,03
2016-01-08,10:00,FKKD,31.0,25.0,101.3,290,02
2016-01-08,11:00,FKKD,31.0,25.0,101.2,000,00
2016-01-08,12:00,FKKD,33.0,24.0,101.1,280,04
2016-01-08,13:00,FKKD,33.0,24.0,101.0,240,07
2016-01-08,14:00,FKKD,34.0,24.0,100.9,240,08
2016-01-08,15:00,FKKD,32.0,24.0,100.9,270,10
2016-01-08,16:00,FKKD,31.0,24.0,100.9,260,08
2016-01-08,17:00,FKKD,30.0,25.0,100.9,270,06
2016-01-08,18:00,FKKD,29.0,25.0,101.0,280,06
2016-01-08,19:00,FKKD,29.0,26.0,101.1,260,05
2016-01-08,20:00,FKKD,29.0,26.0,101.2,250,04
2016-01-08,21:00,FKKD,29.0,26.0,101.3,250,04
2016-01-08,22:00,FKKD,29.0,26.0,101.3,260,02
2016-01-08,23:00,FKKD,29.0,27.0,101.3,230,02
2016-01-09,00:00,FKKD,29.0,27.0,101.2,300,01
2016-01-09,01:00,FKKD,28.0,26.0,101.2,000,00
2016-01-09,02:00,FKKD,27.0,26.0,101.2,000,00
2016-01-09,03:00,FKKD,27.0,26.0,101.1,000,00
2016-01-09,04:00,FKKD,26.0,25.0,101.2,000,00
2016-01-09,05:00,FKKD,26.0,25.0,101.2,000,00
2016-01-09,06:00,FKKD,26.0,26.0,101.2,000,00
2016-01-09,07:00,FKKD,27.0,25.0,101.4,000,00
2016-01-09,08:00,FKKD,28.0,25.0,101.4,000,00
2016-01-09,09:00,FKKD,30.0,25.0,101.4,290,04
2016-01-09,10:00,FKKD,30.0,25.0,101.4,330,05
2016-01-09,11:00,FKKD,32.0,24.0,101.3,260,04
2016-01-09,12:00,FKKD,32.0,25.0,101.2,250,06
2016-01-09,13:00,FKKD,32.0,26.0,101.1,240,07
2016-01-09,14:00,FKKD,32.0,25.0,101.0,220,07
2016-01-09,15:00,FKKD,31.0,25.0,100.9,250,07
2016-01-09,16:00,FKKD,31.0,25.0,100.9,270,06
2016-01-09,17:00,FKKD,30.0,25.0,100.9,260,04
2016-01-09,18:00,FKKD,29.0,25.0,101.0,270,06
2016-01-09,19:00,FKKD,29.0,26.0,101.1,270,03
2016-01-09,20:00,FKKD,28.0,26.0,101.2,000,00
2016-01-09,21:00,FKKD,27.0,25.0,101.2,000,00
2016-01-09,22:00,FKKD,26.0,26.0,101.2,000,00
2016-01-09,23:00,FKKD,26.0,25.0,101.2,000,00
2016-01-10,00:00,FKKD,26.0,26.0,101.2,170,01
2016-01-10,01:00,FKKD,26.0,25.0,101.1,140,02
2016-01-10,02:00,FKKD,26.0,25.0,101.1,000,00
2016-01-10,03:00,FKKD,26.0,25.0,101.1,000,00
2016-01-10,04:00,FKKD,26.0,25.0,101.1,000,00
2016-01-10,05:00,FKKD,25.0,24.0,101.2,000,00
2016-01-10,06:00,FKKD,25.0,25.0,101.2,000,00
2016-01-10,07:00,FKKD,26.0,26.0,101.2,000,00
2016-01-10,08:00,FKKD,28.0,25.0,101.3,020,02
2016-01-10,09:00,FKKD,30.0,25.0,101.3,000,00
2016-01-10,10:00,FKKD,31.0,25.0,101.3,000,00
2016-01-10,11:00,FKKD,33.0,25.0,101.2,300,07
2016-01-10,12:00,FKKD,33.0,24.0,101.1,220,07
2016-01-10,13:00,FKKD,33.0,25.0,101.0,250,08
2016-01-10,14:00,FKKD,33.0,25.0,100.9,260,09
2016-01-10,15:00,FKKD,32.0,24.0,100.8,270,11
2016-01-10,16:00,FKKD,31.0,25.0,100.8,270,07
2016-01-10,17:00,FKKD,30.0,25.0,100.9,260,08
2016-01-10,18:00,FKKD,29.0,26.0,100.9,240,04
2016-01-10,19:00,FKKD,29.0,26.0,101.0,000,00
2016-01-10,20:00,FKKD,28.0,26.0,101.1,000,00
2016-01-10,21:00,FKKD,28.0,26.0,101.1,000,00
2016-01-10,22:00,FKKD,27.0,26.0,101.1,000,00
2016-01-10,23:00,FKKD,27.0,26.0,101.1,160,03
2016-01-11,00:00,FKKD,27.0,26.0,101.1,100,02
2016-01-11,01:00,FKKD,27.0,26.0,101.0,130,01
2016-01-11,02:00,FKKD,27.0,26.0,101.0,000,00
2016-01-11,03:00,FKKD,26.0,25.0,101.0,100,01
2016-01-11,04:00,FKKD,26.0,25.0,101.0,110,01
2016-01-11,05:00,FKKD,26.0,25.0,101.0,000,00
2016-01-11,06:00,FKKD,26.0,25.0,101.1,110,01
2016-01-11,07:00,FKKD,26.0,26.0,101.2,000,00
2016-01-11,08:00,FKKD,28.0,26.0,101.2,000,00
2016-01-11,09:00,FKKD,29.0,25.0,101.3,000,00
2016-01-11,10:00,FKKD,31.0,25.0,101.2,000,00
2016-01-11,11:00,FKKD,33.0,25.0,101.1,250,02
2016-01-11,12:00,FKKD,31.0,25.0,100.9,260,06
2016-01-11,13:00,FKKD,34.0,23.0,100.8,250,09
2016-01-11,14:00,FKKD,34.0,24.0,100.8,270,11
2016-01-11,15:00,FKKD,33.0,25.0,100.7,260,10
2016-01-11,16:00,FKKD,31.0,25.0,100.8,270,11
2016-01-11,17:00,FKKD,30.0,26.0,100.8,260,07
2016-01-11,18:00,FKKD,29.0,25.0,100.9,270,05
2016-01-11,19:00,FKKD,29.0,26.0,100.9,260,04
2016-01-11,20:00,FKKD,29.0,26.0,101.0,260,01
2016-01-11,21:00,FKKD,28.0,26.0,101.0,290,02
2016-01-11,22:00,FKKD,28.0,26.0,101.0,000,00
2016-01-11,23:00,FKKD,27.0,26.0,101.0,160,01
2016-01-12,00:00,FKKD,27.0,26.0,100.9,160,02
2016-01-12,01:00,FKKD,27.0,26.0,100.9,000,00
2016-01-12,03:00,FKKD,27.0,26.0,100.8,000,00
2016-01-12,04:00,FKKD,27.0,26.0,100.9,000,00
2016-01-12,05:00,FKKD,28.0,26.0,100.9,150,02
2016-01-12,06:00,FKKD,27.0,26.0,101.0,000,00
2016-01-12,07:00,FKKD,27.0,26.0,101.1,160,02
2016-01-12,08:00,FKKD,28.0,27.0,101.2,120,02
2016-01-12,09:00,FKKD,29.0,27.0,101.2,080,02
2016-01-12,10:00,FKKD,31.0,25.0,101.1,360,02
2016-01-12,11:00,FKKD,32.0,26.0,100.9,,02
2016-01-12,12:00,FKKD,34.0,25.0,100.8,240,07
2016-01-12,13:00,FKKD,35.0,24.0,100.7,130,05
2016-01-12,14:00,FKKD,35.0,25.0,100.7,230,06
2016-01-12,15:00,FKKD,33.0,25.0,100.6,260,12
2016-01-12,16:00,FKKD,33.0,25.0,100.6,270,09
2016-01-12,17:00,FKKD,30.0,26.0,100.6,270,10
2016-01-12,18:00,FKKD,30.0,25.0,100.7,250,05
2016-01-12,19:00,FKKD,29.0,25.0,100.8,260,03
2016-01-12,20:00,FKKD,29.0,25.0,100.9,240,06
2016-01-12,21:00,FKKD,29.0,26.0,101.0,280,02
2016-01-12,22:00,FKKD,29.0,26.0,101.0,230,02
2016-01-12,23:00,FKKD,28.0,26.0,101.0,000,00
2016-01-13,00:00,FKKD,27.0,26.0,100.9,150,02
2016-01-13,01:00,FKKD,27.0,26.0,100.9,000,00
2016-01-13,02:00,FKKD,27.0,26.0,100.9,000,00
2016-01-13,03:00,FKKD,26.0,26.0,100.8,160,01
2016-01-13,04:00,FKKD,26.0,26.0,100.9,000,00
2016-01-13,05:00,FKKD,26.0,26.0,100.9,000,00
2016-01-13,06:00,FKKD,26.0,25.0,100.9,000,00
2016-01-13,07:00,FKKD,27.0,26.0,101.0,000,00
2016-01-13,08:00,FKKD,28.0,26.0,101.1,000,00
2016-01-13,09:00,FKKD,30.0,26.0,101.1,000,00
2016-01-13,10:00,FKKD,31.0,26.0,101.0,100,03
2016-01-13,11:00,FKKD,32.0,25.0,101.0,270,06
2016-01-13,12:00,FKKD,33.0,25.0,100.9,320,03
2016-01-13,13:00,FKKD,34.0,24.0,100.8,260,06
2016-01-13,14:00,FKKD,33.0,25.0,100.7,260,07
2016-01-13,15:00,FKKD,32.0,25.0,100.7,260,10
2016-01-13,16:00,FKKD,31.0,25.0,100.7,250,08
2016-01-13,17:00,FKKD,30.0,26.0,100.7,270,05
2016-01-13,18:00,FKKD,29.0,26.0,100.8,260,05
2016-01-13,19:00,FKKD,29.0,25.0,100.9,260,06
2016-01-13,20:00,FKKD,29.0,26.0,100.9,280,05
2016-01-13,21:00,FKKD,29.0,26.0,101.0,260,01
2016-01-13,22:00,FKKD,29.0,26.0,101.0,250,01
2016-01-13,23:00,FKKD,27.0,26.0,101.0,210,01
2016-01-14,00:00,FKKD,28.0,26.0,100.9,210,01
2016-01-14,01:00,FKKD,27.0,26.0,100.9,000,00
2016-01-14,03:00,FKKD,27.0,26.0,100.9,000,00
2016-01-14,04:00,FKKD,27.0,26.0,100.9,080,01
2016-01-14,05:00,FKKD,26.0,26.0,101.0,080,02
2016-01-14,06:00,FKKD,26.0,26.0,101.0,080,02
2016-01-14,07:00,FKKD,27.0,27.0,101.0,000,00
2016-01-14,08:00,FKKD,29.0,27.0,101.0,000,00
2016-01-14,09:00,FKKD,30.0,25.0,101.0,060,02
2016-01-14,10:00,FKKD,30.0,25.0,101.0,060,02
2016-01-14,12:00,FKKD,33.0,25.0,100.9,260,07
2016-01-14,13:00,FKKD,34.0,25.0,100.7,270,09
2016-01-14,14:00,FKKD,34.0,25.0,100.6,250,11
2016-01-14,15:00,FKKD,32.0,26.0,100.6,260,13
2016-01-14,16:00,FKKD,32.0,25.0,100.6,270,09
2016-01-14,17:00,FKKD,30.0,25.0,100.7,260,05
2016-01-14,18:00,FKKD,29.0,26.0,100.7,280,07
2016-01-14,19:00,FKKD,29.0,26.0,100.8,270,05
2016-01-14,20:00,FKKD,29.0,26.0,101.0,240,04
2016-01-14,21:00,FKKD,29.0,26.0,101.0,210,02
2016-01-14,22:00,FKKD,28.0,26.0,101.0,000,00
2016-01-14,23:00,FKKD,27.0,26.0,101.0,000,00
2016-01-15,00:00,FKKD,27.0,26.0,101.0,000,00
2016-01-15,01:00,FKKD,27.0,26.0,100.9,000,00
2016-01-15,02:00,FKKD,26.0,25.0,100.8,000,00
2016-01-15,03:00,FKKD,26.0,25.0,100.8,000,00
2016-01-15,04:00,FKKD,26.0,25.0,100.8,000,00
2016-01-15,05:00,FKKD,26.0,26.0,100.9,000,00
2016-01-15,06:00,FKKD,26.0,26.0,100.9,000,00
2016-01-15,07:00,FKKD,27.0,26.0,101.0,050,01
2016-01-15,08:00,FKKD,29.0,26.0,101.1,070,02
2016-01-15,09:00,FKKD,31.0,25.0,101.1,050,04
2016-01-15,11:00,FKKD,33.0,24.0,100.9,100,02
2016-01-15,12:00,FKKD,33.0,25.0,100.8,260,03
2016-01-15,13:00,FKKD,35.0,25.0,100.7,260,07
2016-01-15,14:00,FKKD,34.0,25.0,100.7,270,08
2016-01-15,15:00,FKKD,33.0,25.0,100.6,270,07
2016-01-15,16:00,FKKD,32.0,25.0,100.6,260,04
2016-01-15,17:00,FKKD,31.0,25.0,100.7,260,08
2016-01-15,18:00,FKKD,30.0,26.0,100.8,270,03
2016-01-15,19:00,FKKD,29.0,26.0,100.9,270,06
2016-01-15,20:00,FKKD,29.0,27.0,101.0,230,04
2016-01-15,21:00,FKKD,29.0,26.0,101.0,280,02
2016-01-15,22:00,FKKD,28.0,27.0,101.0,000,00
2016-01-15,23:00,FKKD,27.0,26.0,101.0,000,00
2016-01-16,00:00,FKKD,27.0,26.0,100.9,130,01
2016-01-16,01:00,FKKD,28.0,26.0,100.9,070,04
2016-01-16,02:00,FKKD,27.0,26.0,100.9,100,02
2016-01-16,03:00,FKKD,27.0,26.0,100.9,070,01
2016-01-16,04:00,FKKD,26.0,26.0,101.0,000,00
2016-01-16,05:00,FKKD,26.0,25.0,101.0,000,00
2016-01-16,06:00,FKKD,26.0,25.0,101.0,130,01
2016-01-16,07:00,FKKD,27.0,26.0,101.1,090,02
2016-01-16,08:00,FKKD,29.0,25.0,101.1,100,03
2016-01-16,09:00,FKKD,30.0,25.0,101.1,000,00
2016-01-16,10:00,FKKD,31.0,25.0,101.1,220,04
2016-01-16,11:00,FKKD,32.0,25.0,101.1,200,04
2016-01-16,12:00,FKKD,34.0,24.0,100.9,240,06
2016-01-16,13:00,FKKD,33.0,24.0,100.9,220,06
2016-01-16,14:00,FKKD,33.0,24.0,100.8,250,08
2016-01-16,15:00,FKKD,32.0,25.0,100.8,250,11
2016-01-16,16:00,FKKD,31.0,24.0,100.8,260,08
2016-01-16,17:00,FKKD,30.0,25.0,100.9,270,05
2016-01-16,18:00,FKKD,29.0,26.0,100.9,270,04
2016-01-16,19:00,FKKD,29.0,26.0,101.0,180,02
2016-01-16,20:00,FKKD,28.0,26.0,101.1,000,00
2016-01-16,21:00,FKKD,27.0,26.0,101.2,180,02
2016-01-16,22:00,FKKD,27.0,26.0,101.1,000,00
2016-01-16,23:00,FKKD,27.0,26.0,101.1,140,01
2016-01-17,00:00,FKKD,27.0,26.0,101.1,150,01
2016-01-17,01:00,FKKD,27.0,26.0,101.0,140,01
2016-01-17,02:00,FKKD,26.0,26.0,101.0,100,01
2016-01-17,03:00,FKKD,26.0,25.0,101.0,000,00
2016-01-17,04:00,FKKD,26.0,25.0,101.0,000,00
2016-01-17,05:00,FKKD,26.0,25.0,101.0,000,00
2016-01-17,06:00,FKKD,26.0,25.0,101.1,120,02
2016-01-17,07:00,FKKD,26.0,25.0,101.2,160,03
2016-01-17,08:00,FKKD,27.0,25.0,101.2,130,02
2016-01-17,09:00,FKKD,28.0,25.0,101.2,170,03
2016-01-17,10:00,FKKD,30.0,25.0,101.1,100,03
2016-01-17,12:00,FKKD,32.0,25.0,101.0,270,12
2016-01-17,13:00,FKKD,30.0,26.0,100.9,260,08
2016-01-17,14:00,FKKD,32.0,25.0,100.8,260,08
2016-01-17,15:00,FKKD,31.0,25.0,100.8,260,10
2016-01-17,16:00,FKKD,30.0,25.0,100.8,260,08
2016-01-17,17:00,FKKD,29.0,25.0,100.8,220,06
2016-01-17,18:00,FKKD,29.0,26.0,100.9,000,00
2016-01-17,19:00,FKKD,28.0,26.0,101.0,000,00
2016-01-17,20:00,FKKD,27.0,26.0,101.1,000,00
2016-01-17,21:00,FKKD,26.0,25.0,101.1,000,00
2016-01-17,22:00,FKKD,26.0,25.0,101.1,000,00
2016-01-17,23:00,FKKD,26.0,25.0,101.2,000,00
2016-01-18,00:00,FKKD,26.0,25.0,101.2,150,01
2016-01-18,01:00,FKKD,26.0,25.0,101.1,150,02
2016-01-18,02:00,FKKD,26.0,25.0,101.1,090,03
2016-01-18,03:00,FKKD,26.0,25.0,101.1,000,00
2016-01-18,04:00,FKKD,26.0,25.0,101.1,000,00
2016-01-18,05:00,FKKD,25.0,25.0,101.1,000,00
2016-01-18,06:00,FKKD,25.0,25.0,101.1,000,00
2016-01-18,07:00,FKKD,26.0,25.0,101.1,140,02
2016-01-18,08:00,FKKD,28.0,25.0,101.2,150,03
2016-01-18,11:00,FKKD,32.0,26.0,101.1,260,02
2016-01-18,15:00,FKKD,32.0,25.0,100.7,250,08
2016-01-18,16:00,FKKD,31.0,25.0,100.7,200,06
2016-01-18,17:00,FKKD,30.0,25.0,100.8,200,06
2016-01-18,18:00,FKKD,29.0,26.0,100.8,230,02
2016-01-18,19:00,FKKD,28.0,26.0,100.9,240,02
2016-01-18,20:00,FKKD,27.0,26.0,101.0,220,01
2016-01-18,21:00,FKKD,27.0,26.0,101.0,000,00
2016-01-18,22:00,FKKD,26.0,26.0,101.0,000,00
2016-01-18,23:00,FKKD,26.0,25.0,101.0,000,00
2016-01-19,00:00,FKKD,27.0,26.0,101.0,000,00
2016-01-19,01:00,FKKD,26.0,26.0,101.0,150,02
2016-01-19,02:00,FKKD,26.0,26.0,100.9,120,01
2016-01-19,03:00,FKKD,26.0,26.0,100.9,000,00
2016-01-19,04:00,FKKD,26.0,26.0,100.9,000,00
2016-01-19,05:00,FKKD,26.0,26.0,101.0,110,01
2016-01-19,06:00,FKKD,26.0,26.0,101.0,120,04
2016-01-19,07:00,FKKD,27.0,26.0,101.2,200,02
2016-01-19,08:00,FKKD,27.0,26.0,101.2,150,01
2016-01-19,09:00,FKKD,29.0,26.0,101.2,220,04
2016-01-19,10:00,FKKD,30.0,26.0,101.2,000,00
2016-01-19,11:00,FKKD,30.0,25.0,101.1,220,02
2016-01-19,12:00,FKKD,32.0,24.0,101.0,240,01
2016-01-19,13:00,FKKD,33.0,24.0,100.9,240,06
2016-01-19,14:00,FKKD,33.0,24.0,100.8,260,08
2016-01-19,15:00,FKKD,32.0,24.0,100.7,260,08
2016-01-19,16:00,FKKD,31.0,25.0,100.7,260,08
2016-01-19,17:00,FKKD,30.0,25.0,100.7,240,07
2016-01-19,18:00,FKKD,29.0,26.0,100.8,260,06
2016-01-19,19:00,FKKD,28.0,25.0,100.9,270,04
2016-01-19,20:00,FKKD,28.0,25.0,100.9,260,04
2016-01-19,21:00,FKKD,27.0,25.0,101.0,000,00
2016-01-19,22:00,FKKD,26.0,25.0,101.0,180,02
2016-01-19,23:00,FKKD,26.0,25.0,100.9,170,03
