,Year,Month,Day,Hour,Temp,DP,RH,Wind Speed,Visibility,Rain,Pressure,Hour_int,Minute,Datetime
0,2021,1,1,0000,26,26,100.0,0,7000.0,NO,1010.0,0,0,2021-01-01 00:00:00
1,2021,1,1,0200,26,26,100.0,2,2500.0,NO,1009.0,2,0,2021-01-01 02:00:00
2,2021,1,1,0300,25,25,100.0,2,6000.0,NO,,3,0,2021-01-01 03:00:00
3,2021,1,1,0400,25,25,100.0,0,6000.0,NO,1009.0,4,0,2021-01-01 04:00:00
4,2021,1,1,0500,25,25,100.0,0,6000.0,NO,1010.0,5,0,2021-01-01 05:00:00
5,2021,1,1,0600,25,25,100.0,2,1200.0,NO,1010.0,6,0,2021-01-01 06:00:00
6,2021,1,1,0700,26,26,100.0,2,1700.0,NO,1011.0,7,0,2021-01-01 07:00:00
7,2021,1,1,0800,29,25,79.0,2,2500.0,NO,1011.0,8,0,2021-01-01 08:00:00
8,2021,1,1,0900,30,25,74.6,2,4000.0,NO,1011.0,9,0,2021-01-01 09:00:00
9,2021,1,1,1000,31,26,74.8,2,6000.0,NO,1011.0,10,0,2021-01-01 10:00:00
10,2021,1,1,1100,33,25,62.9,3,7000.0,NO,1010.0,11,0,2021-01-01 11:00:00
11,2021,1,1,1200,32,26,70.6,4,7000.0,NO,1009.0,12,0,2021-01-01 12:00:00
12,2021,1,1,1300,32,25,66.6,5,7000.0,NO,1008.0,13,0,2021-01-01 13:00:00
13,2021,1,1,1400,33,26,66.8,3,8000.0,NO,1008.0,14,0,2021-01-01 14:00:00
14,2021,1,1,1500,33,25,62.9,4,7000.0,NO,1007.0,15,0,2021-01-01 15:00:00
15,2021,1,1,1600,31,26,74.8,4,7000.0,NO,1007.0,16,0,2021-01-01 16:00:00
16,2021,1,1,1700,29,26,83.9,3,8000.0,NO,1008.0,17,0,2021-01-01 17:00:00
17,2021,1,1,1800,28,26,88.9,3,8000.0,NO,1008.0,18,0,2021-01-01 18:00:00
18,2021,1,1,1900,28,26,88.9,2,9999.0,NO,1009.0,19,0,2021-01-01 19:00:00
19,2021,1,1,2000,28,26,88.9,2,9999.0,NO,1010.0,20,0,2021-01-01 20:00:00
20,2021,1,1,2100,27,27,100.0,1,9999.0,NO,1010.0,21,0,2021-01-01 21:00:00
21,2021,1,1,2200,27,27,100.0,1,9999.0,NO,1010.0,22,0,2021-01-01 22:00:00
22,2021,1,1,2300,26,26,100.0,2,8000.0,NO,1011.0,23,0,2021-01-01 23:00:00
23,2021,1,2,0000,26,26,100.0,3,8000.0,NO,1010.0,0,0,2021-01-02 00:00:00
24,2021,1,2,0100,26,26,100.0,1,8000.0,NO,1010.0,1,0,2021-01-02 01:00:00
25,2021,1,2,0200,26,26,100.0,2,8000.0,NO,1009.0,2,0,2021-01-02 02:00:00
26,2021,1,2,0300,26,26,100.0,0,8000.0,NO,1009.0,3,0,2021-01-02 03:00:00
27,2021,1,2,0400,25,25,100.0,0,8000.0,NO,1010.0,4,0,2021-01-02 04:00:00
28,2021,1,2,0500,25,25,100.0,2,8000.0,NO,1010.0,5,0,2021-01-02 05:00:00
29,2021,1,2,0600,25,25,100.0,3,1800.0,NO,1011.0,6,0,2021-01-02 06:00:00
30,2021,1,2,0700,26,26,100.0,4,1600.0,NO,1011.0,7,0,2021-01-02 07:00:00
31,2021,1,2,0800,28,27,94.3,2,1800.0,NO,1012.0,8,0,2021-01-02 08:00:00
32,2021,1,2,0900,30,25,74.6,1,4500.0,NO,1012.0,9,0,2021-01-02 09:00:00
33,2021,1,2,1000,32,25,66.6,3,4500.0,NO,1012.0,10,0,2021-01-02 10:00:00
34,2021,1,2,1100,33,25,62.9,3,4500.0,NO,1011.0,11,0,2021-01-02 11:00:00
35,2021,1,2,1200,33,25,62.9,3,4500.0,NO,1010.0,12,0,2021-01-02 12:00:00
36,2021,1,2,1300,34,24,56.0,4,4500.0,NO,1009.0,13,0,2021-01-02 13:00:00
37,2021,1,2,1400,33,26,66.8,4,6000.0,NO,1008.0,14,0,2021-01-02 14:00:00
38,2021,1,2,1500,32,25,66.6,5,6000.0,NO,1008.0,15,0,2021-01-02 15:00:00
39,2021,1,2,1600,30,26,79.2,4,7000.0,NO,1008.0,16,0,2021-01-02 16:00:00
40,2021,1,2,1700,29,26,83.9,3,8000.0,NO,1008.0,17,0,2021-01-02 17:00:00
41,2021,1,2,1800,29,26,83.9,2,9999.0,NO,1009.0,18,0,2021-01-02 18:00:00
42,2021,1,2,1900,28,26,88.9,2,9999.0,NO,1010.0,19,0,2021-01-02 19:00:00
43,2021,1,2,2000,28,27,94.3,2,9999.0,NO,1010.0,20,0,2021-01-02 20:00:00
44,2021,1,2,2100,27,27,100.0,0,8000.0,NO,1011.0,21,0,2021-01-02 21:00:00
45,2021,1,2,2200,27,27,100.0,2,8000.0,NO,1011.0,22,0,2021-01-02 22:00:00
46,2021,1,2,2300,26,26,100.0,1,7000.0,NO,1011.0,23,0,2021-01-02 23:00:00
47,2021,1,3,0000,26,26,100.0,0,7000.0,NO,1010.0,0,0,2021-01-03 00:00:00
48,2021,1,3,0100,26,26,100.0,2,9999.0,NO,1010.0,1,0,2021-01-03 01:00:00
49,2021,1,3,0200,26,26,100.0,2,9999.0,NO,1009.0,2,0,2021-01-03 02:00:00
50,2021,1,3,0300,26,26,100.0,2,9999.0,NO,1009.0,3,0,2021-01-03 03:00:00
51,2021,1,3,0400,25,25,100.0,1,9999.0,NO,1010.0,4,0,2021-01-03 04:00:00
52,2021,1,3,0500,25,25,100.0,1,9999.0,NO,1010.0,5,0,2021-01-03 05:00:00
53,2021,1,3,0600,25,25,100.0,1,2000.0,NO,1011.0,6,0,2021-01-03 06:00:00
54,2021,1,3,0700,26,26,100.0,2,1800.0,NO,1011.0,7,0,2021-01-03 07:00:00
55,2021,1,3,0800,30,26,79.2,2,2000.0,NO,1012.0,8,0,2021-01-03 08:00:00
56,2021,1,3,0900,30,25,74.6,3,4500.0,NO,1012.0,9,0,2021-01-03 09:00:00
57,2021,1,3,1000,31,25,70.4,2,7000.0,NO,1011.0,10,0,2021-01-03 10:00:00
58,2021,1,3,1100,32,25,66.6,3,8000.0,NO,1010.0,11,0,2021-01-03 11:00:00
59,2021,1,3,1200,32,25,66.6,2,8000.0,NO,1009.0,12,0,2021-01-03 12:00:00
60,2021,1,3,1300,33,24,59.2,4,8000.0,NO,1009.0,13,0,2021-01-03 13:00:00
61,2021,1,3,1400,33,25,62.9,5,8000.0,NO,1008.0,14,0,2021-01-03 14:00:00
62,2021,1,3,1500,32,26,70.6,5,8000.0,NO,1008.0,15,0,2021-01-03 15:00:00
63,2021,1,3,1600,31,25,70.4,5,9999.0,NO,1008.0,16,0,2021-01-03 16:00:00
64,2021,1,3,1700,29,25,79.0,3,8000.0,NO,1009.0,17,0,2021-01-03 17:00:00
65,2021,1,3,2000,26,26,100.0,0,8000.0,NO,1010.0,20,0,2021-01-03 20:00:00
66,2021,1,3,2100,26,26,100.0,2,8000.0,NO,1011.0,21,0,2021-01-03 21:00:00
67,2021,1,3,2200,26,26,100.0,1,8000.0,NO,1010.0,22,0,2021-01-03 22:00:00
68,2021,1,3,2300,26,26,100.0,0,8000.0,NO,1010.0,23,0,2021-01-03 23:00:00
69,2021,1,4,0100,26,26,100.0,2,7000.0,NO,1010.0,1,0,2021-01-04 01:00:00
70,2021,1,4,0200,26,26,100.0,2,7000.0,NO,1009.0,2,0,2021-01-04 02:00:00
71,2021,1,4,0300,26,26,100.0,2,8000.0,NO,1009.0,3,0,2021-01-04 03:00:00
72,2021,1,4,0400,26,26,100.0,0,8000.0,NO,1009.0,4,0,2021-01-04 04:00:00
73,2021,1,4,0500,26,26,100.0,1,7000.0,NO,1010.0,5,0,2021-01-04 05:00:00
74,2021,1,4,0600,26,26,100.0,0,3400.0,NO,1010.0,6,0,2021-01-04 06:00:00
75,2021,1,4,0700,28,27,94.3,2,2500.0,NO,1011.0,7,0,2021-01-04 07:00:00
76,2021,1,4,0800,30,26,79.2,2,4000.0,NO,1011.0,8,0,2021-01-04 08:00:00
77,2021,1,4,0900,31,25,70.4,2,4000.0,NO,1011.0,9,0,2021-01-04 09:00:00
78,2021,1,4,1000,32,25,66.6,2,6000.0,NO,1010.0,10,0,2021-01-04 10:00:00
79,2021,1,4,1100,33,26,66.8,3,6000.0,NO,1009.0,11,0,2021-01-04 11:00:00
80,2021,1,4,1200,33,26,66.8,3,6000.0,NO,1008.0,12,0,2021-01-04 12:00:00
81,2021,1,4,1300,33,25,62.9,4,7000.0,NO,1007.0,13,0,2021-01-04 13:00:00
82,2021,1,4,1400,33,26,66.8,4,7000.0,NO,1007.0,14,0,2021-01-04 14:00:00
83,2021,1,4,1500,32,26,70.6,4,8000.0,NO,1006.0,15,0,2021-01-04 15:00:00
84,2021,1,4,1600,23,21,88.5,7,7000.0,YES,1008.0,16,0,2021-01-04 16:00:00
85,2021,1,4,1700,24,23,94.1,2,8000.0,NO,1007.0,17,0,2021-01-04 17:00:00
86,2021,1,4,1800,24,23,94.1,3,8000.0,NO,1008.0,18,0,2021-01-04 18:00:00
87,2021,1,4,1900,24,24,100.0,2,9999.0,NO,1008.0,19,0,2021-01-04 19:00:00
88,2021,1,4,2000,24,24,100.0,1,9999.0,NO,1009.0,20,0,2021-01-04 20:00:00
89,2021,1,4,2100,23,23,100.0,0,9999.0,NO,1009.0,21,0,2021-01-04 21:00:00
90,2021,1,4,2200,23,23,100.0,2,9999.0,NO,1009.0,22,0,2021-01-04 22:00:00
91,2021,1,4,2300,24,24,100.0,2,9999.0,NO,1009.0,23,0,2021-01-04 23:00:00
92,2021,1,5,0000,24,24,100.0,2,9999.0,NO,1009.0,0,0,2021-01-05 00:00:00
93,2021,1,5,0100,24,24,100.0,1,9999.0,NO,1008.0,1,0,2021-01-05 01:00:00
94,2021,1,5,0200,23,23,100.0,2,9999.0,NO,1008.0,2,0,2021-01-05 02:00:00
95,2021,1,5,0300,23,23,100.0,2,9999.0,NO,1008.0,3,0,2021-01-05 03:00:00
96,2021,1,5,0400,23,23,100.0,2,8000.0,NO,1009.0,4,0,2021-01-05 04:00:00
97,2021,1,5,0500,23,23,100.0,1,8000.0,NO,1009.0,5,0,2021-01-05 05:00:00
98,2021,1,5,0600,23,23,100.0,1,4000.0,NO,1010.0,6,0,2021-01-05 06:00:00
99,2021,1,5,0700,26,25,94.2,3,1800.0,NO,1011.0,7,0,2021-01-05 07:00:00
100,2021,1,5,0800,27,24,83.7,1,4000.0,NO,1011.0,8,0,2021-01-05 08:00:00
101,2021,1,5,0900,29,25,79.0,4,6000.0,NO,1010.0,9,0,2021-01-05 09:00:00
102,2021,1,5,1000,31,25,70.4,3,9999.0,NO,1009.0,10,0,2021-01-05 10:00:00
103,2021,1,5,1100,32,25,66.6,2,9999.0,NO,1009.0,11,0,2021-01-05 11:00:00
104,2021,1,5,1200,33,25,62.9,4,9999.0,NO,1008.0,12,0,2021-01-05 12:00:00
105,2021,1,5,1300,33,25,62.9,3,9999.0,NO,1007.0,13,0,2021-01-05 13:00:00
106,2021,1,5,1400,33,25,62.9,5,9999.0,NO,1006.0,14,0,2021-01-05 14:00:00
107,2021,1,5,1500,32,26,70.6,4,9999.0,NO,1006.0,15,0,2021-01-05 15:00:00
108,2021,1,5,1600,31,26,74.8,4,9999.0,NO,1007.0,16,0,2021-01-05 16:00:00
109,2021,1,5,1700,29,26,83.9,3,9999.0,NO,1007.0,17,0,2021-01-05 17:00:00
110,2021,1,5,1800,28,26,88.9,2,9999.0,YES,1008.0,18,0,2021-01-05 18:00:00
111,2021,1,5,1900,28,26,88.9,1,9999.0,YES,1010.0,19,0,2021-01-05 19:00:00
112,2021,1,5,2000,28,27,94.3,2,9999.0,NO,1010.0,20,0,2021-01-05 20:00:00
113,2021,1,5,2100,28,27,94.3,2,9999.0,NO,1010.0,21,0,2021-01-05 21:00:00
114,2021,1,5,2300,27,27,100.0,2,9999.0,NO,1009.0,23,0,2021-01-05 23:00:00
115,2021,1,6,0000,26,26,100.0,3,9999.0,NO,1008.0,0,0,2021-01-06 00:00:00
116,2021,1,6,0100,27,26,94.3,3,8000.0,NO,1008.0,1,0,2021-01-06 01:00:00
117,2021,1,6,0200,26,26,100.0,3,8000.0,NO,1008.0,2,0,2021-01-06 02:00:00
118,2021,1,6,0300,26,26,100.0,3,8000.0,NO,1008.0,3,0,2021-01-06 03:00:00
119,2021,1,6,0400,26,26,100.0,0,8000.0,NO,1009.0,4,0,2021-01-06 04:00:00
120,2021,1,6,0500,26,26,100.0,1,8000.0,NO,1009.0,5,0,2021-01-06 05:00:00
121,2021,1,6,0600,25,25,100.0,3,4000.0,NO,1009.0,6,0,2021-01-06 06:00:00
122,2021,1,6,0700,26,26,100.0,4,4000.0,NO,1011.0,7,0,2021-01-06 07:00:00
123,2021,1,6,0800,27,25,88.8,3,4500.0,NO,1011.0,8,0,2021-01-06 08:00:00
124,2021,1,6,0900,29,26,83.9,4,6000.0,NO,1011.0,9,0,2021-01-06 09:00:00
125,2021,1,6,1000,30,26,79.2,3,9999.0,NO,1011.0,10,0,2021-01-06 10:00:00
126,2021,1,6,1100,30,26,79.2,3,9999.0,NO,1010.0,11,0,2021-01-06 11:00:00
127,2021,1,6,1200,31,25,70.4,3,9999.0,NO,1009.0,12,0,2021-01-06 12:00:00
128,2021,1,6,1300,31,26,74.8,4,9999.0,YES,1008.0,13,0,2021-01-06 13:00:00
129,2021,1,6,1400,27,22,74.1,1,,YES,1009.0,14,0,2021-01-06 14:00:00
130,2021,1,6,1500,23,23,100.0,2,9999.0,YES,1007.0,15,0,2021-01-06 15:00:00
131,2021,1,6,1600,23,23,100.0,0,9999.0,NO,1007.0,16,0,2021-01-06 16:00:00
